is_coral_gardening,reference,year_published,year_data_collection,type_of_source,action,reef_restoration_and_adaptation_plan_report_technique,ecological_outcome,economic_outcome,social_outcome,feasibility_reasons_for_failure_success,ser_concept_1_reference_ecosystems,ser_concept_2a_clear_targets_and_goals_smart_objectives,ser_concept_2b_specific_and_measurable_indicators_to_evaluate_targets_goals_objectives,ser_concept_2c_adaptive_management,ser_concept_3_assessing_capacity_for_natural_recovery,ser_concept_4_aiming_for_full_ecosystem_recovery,ser_concept_5_restoration_draws_on_all_relevant_knowledge_science_practice_and_traditional_knowledge,ser_concept_6_early_and_ongoing_stakeholder_engagement_with_communities_and_end_users,variable_1,attribute_category_variable_1,sub_attribute_category_variable_1,variable_2,attribute_category_variable_2,sub_attribute_category_variable_2,variable_3,attribute_category_variable_3,sub_attribute_category_variable_3,variable_4,attribute_category_variable_4,sub_attribute_category_variable_4,variable_5,attribute_category_variable_5,sub_attribute_category_variable_5,variable_6,attribute_category_variable_6,sub_attribute_category_variable_6,variable_7,attribute_category_variable_7,sub_attribute_category_variable_7,variable_8,attribute_category_variable_8,sub_attribute_category_variable_8,variable_9,attribute_category_variable_9,sub_attribute_category_variable_9,variable_10,attribute_category_variable_10,sub_attribute_category_variable_10,variable_11,attribute_category_variable_11,sub_attribute_category_variable_11,variable_12,attribute_category_variable_12,sub_attribute_category_variable_12,variable_13,attribute_category_variable_13,sub_attribute_category_variable_13,variable_14,attribute_category_variable_14,sub_attribute_category_variable_14,variable_15,attribute_category_variable_15,sub_attribute_category_variable_15,variable_16,attribute_category_variable_16,sub_attribute_category_variable_16,variable_17,attribute_category_variable_17,sub_attribute_category_variable_17,variable_18,attribute_category_variable_18,sub_attribute_category_variable_18,primary_attribute_category,secondary_attribute_category
TRUE,"Levy G, Shaish L, Haim A, Rinkevich B (2010) Mid-water rope nursery—Testing design and performance of a novel reef restoration instrument. Ecol Eng 36:560–569",2010,NA,primary,"The ‘fixed to bottom’ rope nursery was built from angle bars forming a rectangle with its 4 legs inserted into the sandy substrate at 5 m intervals, on which the ropes with attached coral fragments were aligned.",Coral gardening - Nursery phase,Yes,Yes,Not reported,"High survivorship low detachment and fast growth rates. Survival was measured after 10 months. Cummulative survival was: 99.6% for Montipora digitata, 96.6% for Pocillopora damicornis, 75.4% for Merulina scabricula, and 51.3% for Echinopora lamellosa.",No,No,No,No,No,No,No,No,Survival,Ecosystem function,Survivorship,Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Coral bleaching,Ecosystem function,Response to environmental stress,Growth (ecological volume),Ecosystem function,"Growth, productivity",Host/symbiont genotype/genetics,External exchanges,Genetics / gene flow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
TRUE,"Lirman D, Thyberg T, Herlan J, Hill C, Young-Lahiff C, Schopmeyer S, Huntington B, Santos R, Drury C (2010) Propagation of the threatened staghorn coral Acropora cervicornis: methods to minimize the impacts of fragment collection and maximize production. Coral Reefs 29:729–735",2010,2009,primary,Corals were grown in nursery consisting of cinder blocks and cement platforms deployed on a sand patch. Staghorn fragments (2.5-3.5 cm intitial length) were collected from nearby reefs and were cemented using underwater epoxy. This experiment tested the effects of the handling stress of removing the branch tips from the nursery (and onto the boat) to simulate the impacts of transportation. Different effects were observed between different sizes of the branch tips. Here: small fragment tips of 2.5 cm.,Coral gardening - Transplantation phase,Yes,Not reported,Not reported,13 out of 15 of the small tips (2.5 cm) were dead after 20 days (87% mortality). No subsequent tissue mortality was observed for the surviving tips over 3–4 months of observation,No,Partially,Yes,No,No,No,No,No,Mortality,Ecosystem function,Survivorship,Linear skeletal extension,Ecosystem function,"Growth, productivity",Growth (vertical),Ecosystem function,"Growth, productivity",Total live tissue,Ecosystem function,"Growth, productivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
TRUE,"Lirman D, Thyberg T, Herlan J, Hill C, Young-Lahiff C, Schopmeyer S, Huntington B, Santos R, Drury C (2010) Propagation of the threatened staghorn coral Acropora cervicornis: methods to minimize the impacts of fragment collection and maximize production. Coral Reefs 29:729–735",2010,2009,primary,Corals were grown in nursery consisting of cinder blocks and cement platforms deployed on a sand patch. Staghorn fragments (2.5-3.5 cm intitial length) were collected from nearby reefs and were cemented using underwater epoxy.  This experiment tested the effects of the handling stress of removing the branch tips from the nursery (and onto the boat) to simulate the impacts of transportation. Different effects were observed between different sizes of the branch tips. Here: large fragment tips of 3.5 cm.,Coral gardening - Transplantation phase,Yes,Not reported,Not reported,2 out of 15 of the larger tips (3.5 cm) experienced complete mortality (13%). No subsequent tissue mortality was observed for the surviving tips over 3–4 months of observation.,No,Partially,Yes,No,No,No,No,No,Mortality,Ecosystem function,Survivorship,Linear skeletal extension,Ecosystem function,"Growth, productivity",Growth (vertical),Ecosystem function,"Growth, productivity",Total live tissue,Ecosystem function,"Growth, productivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
TRUE,"Lirman D, Thyberg T, Herlan J, Hill C, Young-Lahiff C, Schopmeyer S, Huntington B, Santos R, Drury C (2010) Propagation of the threatened staghorn coral Acropora cervicornis: methods to minimize the impacts of fragment collection and maximize production. Coral Reefs 29:729–735",2010,2009,primary,Corals were grown in nursery consisting of cinder blocks and cement platforms deployed on a sand patch. Staghorn fragments (2.5-3.5 cm intitial length) were collected from nearby reefs and were cemented using underwater epoxy.  This experiment tested the effects of the handling stress of removing the branch tips from the nursery (and onto the boat) to simulate the impacts of transportation. Different effects were observed between different sizes of the branch tips. Here: small fragment tips of 2.5 cm; tips were epoxied underwater and were not removed from the water.,Coral gardening - Transplantation phase,Yes,Not reported,Not reported,Only recorded for 1 out of 12 of the small tips (8% mortality). No subsequent tissue mortality was observed for the surviving tips over 3–4 months of observation.,No,Partially,Yes,No,No,No,No,No,Mortality,Ecosystem function,Survivorship,Linear skeletal extension,Ecosystem function,"Growth, productivity",Growth (vertical),Ecosystem function,"Growth, productivity",Total live tissue,Ecosystem function,"Growth, productivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
TRUE,"Lirman D, Thyberg T, Herlan J, Hill C, Young-Lahiff C, Schopmeyer S, Huntington B, Santos R, Drury C (2010) Propagation of the threatened staghorn coral Acropora cervicornis: methods to minimize the impacts of fragment collection and maximize production. Coral Reefs 29:729–735",2010,2009,primary,Corals were grown in nursery consisting of cinder blocks and cement platforms deployed on a sand patch. Staghorn fragments (2.5-3.5 cm intitial length) were collected from nearby reefs and were cemented using underwater epoxy. This experiment tested the effects of the handling stress of removing the branch tips from the nursery (and onto the boat) to simulate the impacts of transportation. Different effects were observed between different sizes of the branch tips. Here: large fragment tips of 3.5 cm; tips were epoxied underwater and were not removed from the water.,Coral gardening - Transplantation phase,Yes,Not reported,Not reported,No mortality for the large tips after 24 days. No subsequent tissue mortality was observed for the surviving tips over 3–4 months of observation.,No,Partially,Yes,No,No,No,No,No,Mortality,Ecosystem function,Survivorship,Linear skeletal extension,Ecosystem function,"Growth, productivity",Growth (vertical),Ecosystem function,"Growth, productivity",Total live tissue,Ecosystem function,"Growth, productivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
TRUE,"Lohr KE, Cook McNabb AA, Manfrino C, Patterson JT (2017) Assessment of wild and restored staghorn coral Acropora cervicornis across three reef zones in the Cayman Islands. Reg Stud in Mar Sci 9:1-8",2017,2015,primary,"A study to assess performance of nursery-reared, outplanted A. cervicornis among three reef zones of varying depth at Little Cayman Island. Here for shallow sites ( m).",Coral gardening,Yes,Not reported,Not reported,"For outplanted A. cervicornis, survivorship differed among sites. No mortality was observed among the shallow plots during the 85-day study period.",Partially,Yes,Yes,No,No,No,No,No,Species present,Species Composition,"Species make-up, diversity and distribution",Water depth,Physical conditions,Physical attributes,Coral colony diameter,Ecosystem function,"Growth, productivity",Height (coral colony),Ecosystem function,"Growth, productivity",Predation,Absence of threats,Biological threats,Evidence of disease,Absence of threats,Biological threats,Host/symbiont genotype/genetics,External exchanges,Genetics/gene flow,Photosynthetically active radiation (PAR),Physical conditions,Physical attributes,Water temperature,Physical conditions,Physico-chemical variables (water),Breakage of branches,Absence of threats,Physical disturbance,Number of branches per coral colony,Ecosystem function,"Growth, productivity",Linear skeletal extension,Ecosystem function,"Growth, productivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Lohr KE, Cook McNabb AA, Manfrino C, Patterson JT (2017) Assessment of wild and restored staghorn coral Acropora cervicornis across three reef zones in the Cayman Islands. Reg Stud in Mar Sci 9:1-8",2017,2015,primary,"A study to assess performance of nursery-reared, outplanted A. cervicornis among three reef zones of varying depth at Little Cayman Island. Here for intermediate sites ( m).",Coral gardening,Yes,Not reported,Not reported,"For outplanted A. cervicornis, survivorship differed among sites. Survival 95% at the intermediate site after 32 days, but no additional mortality was observed for the remainder of the study.",Partially,Yes,Yes,No,No,No,No,No,Species present,Species Composition,"Species make-up, diversity and distribution",Water depth,Physical conditions,Physical attributes,Coral colony diameter,Ecosystem function,"Growth, productivity",Height (coral colony),Ecosystem function,"Growth, productivity",Predation,Absence of threats,Biological threats,Evidence of disease,Absence of threats,Biological threats,Host/symbiont genotype/genetics,External exchanges,Genetics/gene flow,Photosynthetically active radiation (PAR),Physical conditions,Physical attributes,Water temperature,Physical conditions,Physico-chemical variables (water),Breakage of branches,Absence of threats,Physical disturbance,Number of branches per coral colony,Ecosystem function,"Growth, productivity",Linear skeletal extension,Ecosystem function,"Growth, productivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Lohr KE, Cook McNabb AA, Manfrino C, Patterson JT (2017) Assessment of wild and restored staghorn coral Acropora cervicornis across three reef zones in the Cayman Islands. Reg Stud in Mar Sci 9:1-8",2017,2015,primary,"A study to assess performance of nursery-reared, outplanted A. cervicornis among three reef zones of varying depth at Little Cayman Island. Here for deep sites ( m).",Coral gardening,Yes,Not reported,Not reported,"For outplanted A. cervicornis, survivorship differed among sites. Survival was 60% at the deep site after 32 days, but no additional mortality was observed for the remainder of the study.",Partially,Yes,Yes,No,No,No,No,No,Species present,Species Composition,"Species make-up, diversity and distribution",Water depth,Physical conditions,Physical attributes,Coral colony diameter,Ecosystem function,"Growth, productivity",Height (coral colony),Ecosystem function,"Growth, productivity",Predation,Absence of threats,Biological threats,Evidence of disease,Absence of threats,Biological threats,Host/symbiont genotype/genetics,External exchanges,Genetics/gene flow,Photosynthetically active radiation (PAR),Physical conditions,Physical attributes,Water temperature,Physical conditions,Physico-chemical variables (water),Breakage of branches,Absence of threats,Physical disturbance,Number of branches per coral colony,Ecosystem function,"Growth, productivity",Linear skeletal extension,Ecosystem function,"Growth, productivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Lohr KE, Cook McNabb AA, Manfrino C, Patterson JT (2017) Assessment of wild and restored staghorn coral Acropora cervicornis across three reef zones in the Cayman Islands. Reg Stud in Mar Sci 9:1-8",2017,2015,primary,"A study to assess performance of nursery-reared, outplanted A. cervicornis among three reef zones of varying depth at Little Cayman Island. Here for shallow sites ( m) after 20 days of a high seawater temperature event.",Coral gardening,Yes,Not reported,Not reported,"Following the conclusion of the study period, total survivorship within the shallow plots dropped to 10% during a period of unusually high temperature in which mean daily sea temperature exceeded 30.5°C for 20 consecutive days.",Partially,Yes,Yes,No,No,No,No,No,Species present,Species Composition,"Species make-up, diversity and distribution",Water depth,Physical conditions,Physical attributes,Coral colony diameter,Ecosystem function,"Growth, productivity",Height (coral colony),Ecosystem function,"Growth, productivity",Predation,Absence of threats,Biological threats,Evidence of disease,Absence of threats,Biological threats,Host/symbiont genotype/genetics,External exchanges,Genetics/gene flow,Photosynthetically active radiation (PAR),Physical conditions,Physical attributes,Water temperature,Physical conditions,Physico-chemical variables (water),Breakage of branches,Absence of threats,Physical disturbance,Number of branches per coral colony,Ecosystem function,"Growth, productivity",Linear skeletal extension,Ecosystem function,"Growth, productivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Mars, F (2018) CEO Mars Inc. Personal communication with UQ Staff. August 17, 2018",2018,2018,primary,Estimated cost for future project to carry out a complete coral reef restoration project using coated metal frames called 'spiders' to attach coral fragments either produced by storms (corals of opportunity) or nursery grown.,Coral gardening,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",No information given.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)"
TRUE,"Mbije N, Spanier E, Rinkevich B (2013) A first endeavour in restoring denuded, post-bleached reefs in Tanzania. Estuar Coast Shelf Sci 128:41–51",2013,2010,primary,"14,022 coral fragments that were reared for 1 year in nursery were transplanted to a degraded reef. The major aim of this study was to test the applicability and efficiency of the second step of the ‘gardening tenet’; the successful transplanting of nursery reared coral colonies.",Coral gardening - Transplantation phase,Yes,Yes,Not reported,"Survival of post-transplants after 1 month was 95.2 % in Changuu and 95.4 % in Kitutia. Outbreak of Acanthaster planci in Changuu caused mortality at 50%. One year survival of transplants at Kitutia reached 66.4% and 62.5% respectively, significantly higher than at Changuu.",No,Partially,Yes,No,No,No,No,No,Survival (of more than one species),Species composition,Survivorship of species,Coral bleaching,Ecosystem function,Response to environmental stress,Growth (ecological volume),Ecosystem function,"Growth, productivity",Recruitment,Ecosystem function,Reproduction,Detachment of corals; lost from restoration site,Ecosystem function,"Growth, productivity",Fish abundance,Ecosystem function,Habitat function,Fish species richness,Ecosystem function,Habitat function,Species present,Species composition,"Species make-up, diversity and distribution",Macroinvertebrates (abundance),Ecosystem function,Habitat function,Macroinvertebrates (species richness),Ecosystem function,Habitat function,Cost (out-planting nursery-grown corals),Socio-economic,Restoration costs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Species composition,Ecosystem function
TRUE,"Mercado-Molina AE, Ruiz-Diaz CP, Sabata AM (2015) Demographics and dynamics of two restored populations of the threatened reef-building coral Acropora cervicornis. Jour for Nat Con 24:17-23",2015,2011 - 2012,primary,"In this study, nursery-reared fragments of A. cervicornis were transplanted to two reefs in Puerto Rico as part of a reef rehabilitation program, and their survival, growth, and branch production were measured for a year. We estimate that one fragment was outplanted per 1 m2. Here: Punta Soldado reef.",Coral gardening - Transplantation phase,Yes,Not reported,Not reported,At the end of the year 61.17% and 65.88% of the fragments survived at Punta Soldado reef and Tamarindo reef respectively. No significant differences in survival were found between small and large fragments,No,No,Yes,No,No,No,No,No,Survival,Ecosystem function,Survivorship,Percent live tissue,Ecosystem function,"Growth, productivity",Linear skeletal extension,Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,Number of branches per coral colony,Ecosystem function,"Growth, productivity",Recruitment,Ecosystem function,Reproduction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
TRUE,"Mercado-Molina AE, Ruiz-Diaz CP, Sabata AM (2015) Demographics and dynamics of two restored populations of the threatened reef-building coral Acropora cervicornis. Jour for Nat Con 24:17-23",2016,2012 - 2012,primary,"In this study, nursery-reared fragments of A. cervicornis were transplanted to two reefs in Puerto Rico as part of a reef rehabilitation program, and their survival, growth, and branch production were measured for a year. We estimate that one fragment was outplanted per 1 m2. Here: Tamarindo reef.",Coral gardening - Transplantation phase,Yes,Not reported,Not reported,At the end of the year 61.17% and 65.88% of the fragments survived at Punta Soldado reef and Tamarindo reef respectively. No significant differences in survival were found between small and large fragments,No,No,Yes,No,No,No,No,No,Survival,Ecosystem function,Survivorship,Percent live tissue,Ecosystem function,"Growth, productivity",Linear skeletal extension,Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,Number of branches per coral colony,Ecosystem function,"Growth, productivity",Recruitment,Ecosystem function,Reproduction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
TRUE,"Miller M, Wilborn R, Higgins J (2010) Aquarius coral restoration/resilience experiment (ACRRE): Interim Report. National Oceanic and Atmospheric Administration; Report # PRBD-09/10-6",2010,2008-2010,primary,"The relative performance of corals transplanted from various source populations, including field nursery and lab-culture, to a ‘common garden’ at the Aquarius site was tested. Coral fragments were attached to the nursery during a 7-day Aquarius saturation mission (10-16 June 2008) involving aquanauts. Transplants were visited/assessed approximately bi-weekly for the first two months and longer intervals thereafter with major sampling (growth measurements, tissue samples for stress gene expression, mucous samples for microbial profiles, photosynthetic efficiency) approximately 3 times per year. In 2009, both coral species were affected by disease outbreak.",Coral gardening - Transplantation phase,Yes,Not reported,Not reported,"Overall mortality of the transplants at Aquarius has been high for both species; maily from disease and snail predation, influenced by the source population and transport distance. Survovorship after 2 years of Acropora cervicornis was 5-43% (AVG 24.7%) and for Orbicella faveolata (previously referred to as Montastraea faveolata) 11-48% (AVG 32.2%).",Partially,Partially,Yes,No,Partially,No,Yes,No,Survival (of more than one species),Species composition,Survivorship of species,Growth rate,Ecosystem function,"Growth, productivity",Host/symbiont genotype/genetics,Ecosystem function,Response to environmental stress,Microbial profiles,Ecosystem function,Health / condition,Photosynthetic performance,Ecosystem function,"Growth, productivity",Predation,Absence of threats,Biological threats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Species composition,Ecosystem function
TRUE,"Montoya-Maya PH (2018) Director of Corales de Paz, Research Associate of Nature Seychelles. Personal communication with UQ Staff. August 20, 2018",2018,2018,primary,Future project to start in October 2018: growing 20.000 coral fragments in rope nurseries and outplanting them with cement to the reef with a density of 10.000 nursery-grown corals per ha of reef.,Coral gardening,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",Estimated projected survival from previous experience: 70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)"
TRUE,"Montoya-Maya PH, Smit KP, Burt AJ, Frias-Torres S (2016). Large-scale coral reef restoration could assist natural recovery in Seychelles, Indian Ocean. Nat Con 16:1-17 AND
Montoya-Maya PH (2018) Director of Corales de Paz, Research Associate of Nature Seychelles. Personal communication with UQ Staff. August 19, 2018",2016,2011 - 2014,primary,"Study measured how coral transplantation influences the natural coral recruitment at a large-scale coral reef restoration site in Seychelles, Indian Ocean. Between November 2011 and June 2014 a total of 24,431 nursery-grown coral colonies from 10 different coral species were transplanted in 5,225 m2 (0.52 ha) of degraded reef at the no-take marine reserve of Cousin Island Special Reserve in an attempt to assist in natural reef recovery.",Coral gardening - Transplantation phase,Yes,Not reported,Not reported,"Six months after tile deployment, total spat density at the transplanted site (123.4 ± 13.3 spat m-2) was 1.8 times higher than at healthy site (68.4 ± 7.8 spat m-2) and 1.6 times higher than at degraded site (78.2 ± 7.17 spat m-2). Two years after first transplantation, the total recruit density was highest at healthy site (4.8 ± 0.4 recruits m-2), intermediate at transplanted site (2.7 ± 0.4 recruits m-2), and lowest at degraded site (1.7 ± 0.3 recruits m-2). Estimated survival: 70%",Partially,Partially,Yes,No,Yes,No,No,No,Recruitment (of more than one species),Species composition,Recruitment/ succession of species,Coral larvae settlement rates,Species composition,Recruitment/ succession of species,Juvenile coral abundance,Species composition,Recruitment/ succession of species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Species composition,Not reported
TRUE,"Ng C, Ng S, Chou L (2012) Does an ex situ coral nursery facilitate reef restoration in Singapore’s waters. Contrib to Mar Sci:95–100",2012,2009,primary,"Corals were reared asexually in an ex situ nursery using a flow-through filtered seawater facility. Fragments were attached to cement tiles. In a second part, the study recorded the time required by fragments of various hard coral species to self-attach to cement tiles.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,Porites lutea and Porites digitata fragments had high survivorship (100% and 98.9% respectively) while Acropora digitifera fragments had the lowest (5.7%).,No,Partially,Yes,No,No,No,No,No,Survival (of more than one species),Species composition,Survivorship of species,Growth rate,Ecosystem function,"Growth, productivity",Attachment of corals to the substrate,Ecosystem function,"Growth, productivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Species composition,Ecosystem function
TRUE,"Ng CSL, Chou LM (2014) Rearing juvenile 'corals of opportunity' in in situ nurseries - A reef rehabilitation approach for sediment-impacted environments. Mar Biol Res 10:833-838",2014,2007,primary,Juvenile ‘corals of opportunity’ (corals that have recruited on unstable substrate) were reared in an in situ coral nursery to assist in the rehabilitation of reefs in sedimented environments. The coral nursery comprised tables (1 m × 1 m × 1 m) made from polyvinylchloride pipes and wire grids spaced 1m apart at a water depth of 3m.  Fragments of different size classes were reared (small 0.1–1.5; medium 1.6–3.0; large 3.1–4.5 cm).,Coral gardening - Nursery phase,Yes,Not reported,Not reported,"Pectinia paeonia had better survival in an environment of high sedimentation after 4.5 months: 97.0% survived of the small size class, 94.7% of the medium sized fragments and 84.2% of the larger fragments.",No,Partially,Yes,No,No,No,No,No,Survival (of more than one species),Species composition,Survivorship of species,Growth (change in surface area),Ecosystem function,"Growth, productivity",Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Water turbulence,Physical conditions,Physical attributes,Water temperature,Physical conditions,Physico-chemical variables (water),Photosynthetically active radiation (PAR),Physical conditions,Physical attributes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Species composition,Ecosystem function
TRUE,"Ng CSL, Chou LM (2014) Rearing juvenile 'corals of opportunity' in in situ nurseries - A reef rehabilitation approach for sediment-impacted environments. Mar Biol Res 10:833-838",2014,2007,primary,Juvenile ‘corals of opportunity’ (corals that have recruited on unstable substrate) were reared in an in situ coral nursery to assist in the rehabilitation of reefs in sedimented environments. The coral nursery comprised tables (1 m × 1 m × 1 m) made from polyvinylchloride pipes and wire grids spaced 1m apart at a water depth of 3m. Fragments of different size classes were reared (small 0.1–1.5; medium 1.6–3.0; large 3.1–4.5 cm).,Coral gardening - Nursery phase,Yes,Not reported,Not reported,"Pachyseris speciosa performed less well in an environment of high sedimentation after 4.5 months: 68.8% survived of the small size class, 64.7% of the medium sized fragments and 76.9% of the larger fragments.",No,Partially,Yes,No,No,No,No,No,Survival (of more than one species),Species composition,Survivorship of species,Growth (change in surface area),Ecosystem function,"Growth, productivity",Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Water turbulence,Physical conditions,Physical attributes,Water temperature,Physical conditions,Physico-chemical variables (water),Photosynthetically active radiation (PAR),Physical conditions,Physical attributes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Species composition,Ecosystem function
TRUE,"Pizarro V, Charuvi N, Garcia-Llano C (2012) Growing corals in line and floating nurseries at Tayrona Park. In: Proceedings of the 12th International Coral Reef Symposium, Book of Abstracts. Cairns, p 523–524",2012,2010,primary,"Two coral nursery designs were used to assess coral survivorship and growth, as well as associated costs for a larger project on coral culture and future restoration: line and floating nursery design.
",Coral gardening - Nursery phase,Yes,Not reported,Not reported,"After 7 months, growth rates of the fragments of the floating nurseries decreased, possibly due to the size of the substrates used to grow them. Between August and December 2010 a severe bleaching event occurred in the region , which resulted in lower fragment growth rates; however mortality was low (< 5%) in both nurseries compared to natural populations (20-90%). Here: survival after 18 months.",No,Partially,Partially,No,No,No,Yes,Yes,Survival,Ecosystem function,Survivorship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
